Scenario,Campaign,Start_Year__KP_LAPrEP_Start_Year,End_Year__KP_LAPrEP_End_Year,Start_Year__KP_LAPrEP_AGYW_Start_Year,Start_Year__KP_LAPrEP_Females_Start_Year,Start_Year__KP_LAPrEP_Males_Start_Year,Start_Year__KP_LAPrEP_RandomPop_Start_Year,Start_Year__KP_LAPrEP_HighRisk_Start_Year,Waning_Config__KP_LAPrEP_Waning.Initial_Effect,Waning_Config__KP_OralPrEP_Waning.Initial_Effect,Time_Value_Map__KP_LAPrEP_OtherPops_OnOff.Times,Time_Value_Map__KP_LAPrEP_OtherPops_OnOff.Values,Time_Value_Map__KP_LAPrEP_VOICE_6_OnOff.Times,Time_Value_Map__KP_LAPrEP_VOICE_6_OnOff.Values,Time_Value_Map__KP_LAPrEP_VOICE_4_OnOff.Times,Time_Value_Map__KP_LAPrEP_VOICE_4_OnOff.Values,Time_Value_Map__KP_LAPrEP_VOICE_2_OnOff.Times,Time_Value_Map__KP_LAPrEP_VOICE_2_OnOff.Values,Start_Year__KP_OralPrEP_Continuation_2023Level_StartYear,Start_Year__KP_OralPrEP_Continuation_20222023Ratio_StartYear,Time_Value_Map__KP_OralPrEPContinuationF25to99LM_OnOff.Values,Time_Value_Map__KP_OralPrEPContinuationF15to99H_OnOff.Values,Time_Value_Map__KP_OralPrEPContinuationF15to25LM_OnOff.Values,Time_Value_Map__KP_OralPrEPContinuationM15to99LM_OnOff.Values,Time_Value_Map__KP_OralPrEPContinuationM15to99H_OnOff.Values,Waning_Config__KP_LAPrEP_Waning.Durability_Map.Times,Waning_Config__KP_LAPrEP_Waning.Durability_Map.Values,Start_Year__KP_LAPrEP_2024Switch_StartYear,Time_Value_Map__KP_LAPrEPSwitchF25to99LM_OnOff.Values,Time_Value_Map__KP_LAPrEPSwitchF15to99H_OnOff.Values,Time_Value_Map__KP_LAPrEPSwitchF15to25LM_OnOff.Values,Time_Value_Map__KP_LAPrEPSwitchM15to99LM_OnOff.Values,Time_Value_Map__KP_LAPrEPSwitchM15to99H_OnOff.Values,Waning_Config__KP_LAPrEPSwitch_waning.Durability_Map.Times,Waning_Config__KP_LAPrEP_OtherPops_Waning.Durability_Map.Times
Sens2026VOICE2LADoseDuration1M,campaign_cpnPrEPDelays.json,2026,2046,2099,2099,2099,2099,2099,0.99,0.63,"[2097,2098,2098.5,2099]","[0.000,0.000,0.000,0.000]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2026,2031,2046.99,2047]","[0.0,0.50,0.50,0.0]",2024.5,2099,"[0.0,0.011,0.011]","[0.0,0.20,0.20]","[0.0,0.041,0.041]","[0.0,0.0071,0.0071]","[0.0,0.013,0.013]","[0,30,31]","[1,1,1]",2099,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0,180,181]","[0,180,181]"
Sens2030VOICE6LADoseDuration1M,campaign_cpnPrEPDelays.json,2030,2046,2099,2099,2099,2099,2099,0.99,0.63,"[2097,2098,2098.5,2099]","[0.000,0.000,0.000,0.000]","[2030,2035,2050.99,2051]","[0.0,0.50,0.50,0.0]","[2030,2035,2050.99,2051]","[0.0,0.0,0.0,0.0]","[2030,2035,2050.99,2051]","[0.0,0.0,0.0,0.0]",2024.5,2099,"[0.0,0.011,0.011]","[0.0,0.20,0.20]","[0.0,0.041,0.041]","[0.0,0.0071,0.0071]","[0.0,0.013,0.013]","[0,30,31]","[1,1,1]",2099,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0,180,181]","[0,180,181]"
Sens2030VOICE4LADoseDuration1M,campaign_cpnPrEPDelays.json,2030,2046,2099,2099,2099,2099,2099,0.99,0.63,"[2097,2098,2098.5,2099]","[0.000,0.000,0.000,0.000]","[2030,2035,2050.99,2051]","[0.0,0.0,0.0,0.0]","[2030,2035,2050.99,2051]","[0.0,0.50,0.50,0.0]","[2030,2035,2050.99,2051]","[0.0,0.0,0.0,0.0]",2024.5,2099,"[0.0,0.011,0.011]","[0.0,0.20,0.20]","[0.0,0.041,0.041]","[0.0,0.0071,0.0071]","[0.0,0.013,0.013]","[0,30,31]","[1,1,1]",2099,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0,180,181]","[0,180,181]"
Sens2030VOICE2LADoseDuration1M,campaign_cpnPrEPDelays.json,2030,2046,2099,2099,2099,2099,2099,0.99,0.63,"[2097,2098,2098.5,2099]","[0.000,0.000,0.000,0.000]","[2030,2035,2050.99,2051]","[0.0,0.0,0.0,0.0]","[2030,2035,2050.99,2051]","[0.0,0.0,0.0,0.0]","[2030,2035,2050.99,2051]","[0.0,0.50,0.50,0.0]",2024.5,2099,"[0.0,0.011,0.011]","[0.0,0.20,0.20]","[0.0,0.041,0.041]","[0.0,0.0071,0.0071]","[0.0,0.013,0.013]","[0,30,31]","[1,1,1]",2099,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0,180,181]","[0,180,181]"
Sens2026NoVOICESwitch30Percent,campaign_cpnPrEPDelays.json,2098,2099,2099,2099,2099,2099,2099,0.99,0.63,"[2097,2098,2098.5,2099]","[0.000,0.000,0.000,0.000]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]",2024.5,2099,"[0.0,0.0077,0.0077]","[0.0,0.14,0.14]","[0.0,0.0287,0.0287]","[0.0,0.00497,0.00497]","[0.0,0.0091,0.0091]","[0,180,181]","[1,1,1]",2024.5,"[0.0,0.0033,0.0033]","[0.0,0.06,0.06]","[0.0,0.0123,0.0123]","[0.0,0.00213,0.00213]","[0.0,0.0039,0.0039]","[0,180,181]","[0,180,181]"
Sens2026NoVOICESwitch50Percent,campaign_cpnPrEPDelays.json,2098,2099,2099,2099,2099,2099,2099,0.99,0.63,"[2097,2098,2098.5,2099]","[0.000,0.000,0.000,0.000]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]",2024.5,2099,"[0.0,0.0055,0.0055]","[0.0,0.10,0.10]","[0.0,0.0205,0.0205]","[0.0,0.00355,0.00355]","[0.0,0.0065,0.0065]","[0,180,181]","[1,1,1]",2024.5,"[0.0,0.0055,0.0055]","[0.0,0.10,0.10]","[0.0,0.0205,0.0205]","[0.0,0.00355,0.00355]","[0.0,0.0065,0.0065]","[0,180,181]","[0,180,181]"
Sens2026NoVOICESwitch80Percent,campaign_cpnPrEPDelays.json,2098,2099,2099,2099,2099,2099,2099,0.99,0.63,"[2097,2098,2098.5,2099]","[0.000,0.000,0.000,0.000]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]",2024.5,2099,"[0.0,0.0022,0.0022]","[0.0,0.04,0.04]","[0.0,0.0082,0.0082]","[0.0,0.00142,0.00142]","[0.0,0.0026,0.0026]","[0,180,181]","[1,1,1]",2024.5,"[0.0,0.0088,0.0088]","[0.0,0.16,0.16]","[0.0,0.0328,0.0328]","[0.0,0.00568,0.00568]","[0.0,0.0104,0.0104]","[0,180,181]","[0,180,181]"
Sens2026NoVOICESwitch100Percent,campaign_cpnPrEPDelays.json,2098,2099,2099,2099,2099,2099,2099,0.99,0.63,"[2097,2098,2098.5,2099]","[0.000,0.000,0.000,0.000]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]",2024.5,2099,"[0.0,0.0000,0.0000]","[0.0,0.00,0.00]","[0.0,0.000,0.000]","[0.0,0.00,0.00]","[0.0,0.000,0.000]","[0,180,181]","[1,1,1]",2024.5,"[0.0,0.011,0.011]","[0.0,0.20,0.20]","[0.0,0.041,0.041]","[0.0,0.0071,0.0071]","[0.0,0.013,0.013]","[0,180,181]","[0,180,181]"
Sens2030NoVOICESwitch30Percent,campaign_cpnPrEPDelays.json,2098,2099,2099,2099,2099,2099,2099,0.99,0.63,"[2097,2098,2098.5,2099]","[0.000,0.000,0.000,0.000]","[2030,2035,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2030,2035,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2030,2035,2046.99,2047]","[0.0,0.0,0.0,0.0]",2024.5,2099,"[0.0,0.0077,0.0077]","[0.0,0.14,0.14]","[0.0,0.0287,0.0287]","[0.0,0.00497,0.00497]","[0.0,0.0091,0.0091]","[0,180,181]","[1,1,1]",2024.5,"[0.0,0.0033,0.0033]","[0.0,0.06,0.06]","[0.0,0.0123,0.0123]","[0.0,0.00213,0.00213]","[0.0,0.0039,0.0039]","[0,180,181]","[0,180,181]"
Sens2030NoVOICESwitch50Percent,campaign_cpnPrEPDelays.json,2098,2099,2099,2099,2099,2099,2099,0.99,0.63,"[2097,2098,2098.5,2099]","[0.000,0.000,0.000,0.000]","[2030,2035,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2030,2035,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2030,2035,2046.99,2047]","[0.0,0.0,0.0,0.0]",2024.5,2099,"[0.0,0.0055,0.0055]","[0.0,0.10,0.10]","[0.0,0.0205,0.0205]","[0.0,0.00355,0.00355]","[0.0,0.0065,0.0065]","[0,180,181]","[1,1,1]",2024.5,"[0.0,0.0055,0.0055]","[0.0,0.10,0.10]","[0.0,0.0205,0.0205]","[0.0,0.00355,0.00355]","[0.0,0.0065,0.0065]","[0,180,181]","[0,180,181]"
Sens2030NoVOICESwitch80Percent,campaign_cpnPrEPDelays.json,2098,2099,2099,2099,2099,2099,2099,0.99,0.63,"[2097,2098,2098.5,2099]","[0.000,0.000,0.000,0.000]","[2030,2035,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2030,2035,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2030,2035,2046.99,2047]","[0.0,0.0,0.0,0.0]",2024.5,2099,"[0.0,0.0022,0.0022]","[0.0,0.04,0.04]","[0.0,0.0082,0.0082]","[0.0,0.00142,0.00142]","[0.0,0.0026,0.0026]","[0,180,181]","[1,1,1]",2024.5,"[0.0,0.0088,0.0088]","[0.0,0.16,0.16]","[0.0,0.0328,0.0328]","[0.0,0.00568,0.00568]","[0.0,0.0104,0.0104]","[0,180,181]","[0,180,181]"
Sens2030NoVOICESwitch100Percent,campaign_cpnPrEPDelays.json,2098,2099,2099,2099,2099,2099,2099,0.99,0.63,"[2097,2098,2098.5,2099]","[0.000,0.000,0.000,0.000]","[2030,2035,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2030,2035,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2030,2035,2046.99,2047]","[0.0,0.0,0.0,0.0]",2024.5,2099,"[0.0,0.0000,0.0000]","[0.0,0.00,0.00]","[0.0,0.000,0.000]","[0.0,0.00,0.00]","[0.0,0.000,0.000]","[0,180,181]","[1,1,1]",2024.5,"[0.0,0.011,0.011]","[0.0,0.20,0.20]","[0.0,0.041,0.041]","[0.0,0.0071,0.0071]","[0.0,0.013,0.013]","[0,180,181]","[0,180,181]"
Sens2026VOICE6LAPrEPProgram10Years,campaign_cpnPrEPDelays.json,2026,2046,2099,2099,2099,2099,2099,0.99,0.63,"[2097,2098,2098.5,2099]","[0.000,0.000,0.000,0.000]","[2026,2031,2036.99,2037]","[0.0,0.50,0.50,0.0]","[2026,2031,2036.99,2037]","[0.0,0.0,0.0,0.0]","[2026,2031,2036.99,2037]","[0.0,0.0,0.0,0.0]",2024.5,2099,"[0.0,0.011,0.011]","[0.0,0.20,0.20]","[0.0,0.041,0.041]","[0.0,0.0071,0.0071]","[0.0,0.013,0.013]","[0,180,181]","[1,1,1]",2099,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0,180,181]","[0,180,181]"
Sens2026VOICE4LAPrEPProgram10Years,campaign_cpnPrEPDelays.json,2026,2046,2099,2099,2099,2099,2099,0.99,0.63,"[2097,2098,2098.5,2099]","[0.000,0.000,0.000,0.000]","[2026,2031,2036.99,2037]","[0.0,0.0,0.0,0.0]","[2026,2031,2036.99,2037]","[0.0,0.50,0.50,0.0]","[2026,2031,2036.99,2037]","[0.0,0.0,0.0,0.0]",2024.5,2099,"[0.0,0.011,0.011]","[0.0,0.20,0.20]","[0.0,0.041,0.041]","[0.0,0.0071,0.0071]","[0.0,0.013,0.013]","[0,180,181]","[1,1,1]",2099,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0,180,181]","[0,180,181]"
Sens2026VOICE2LAPrEPProgram10Years,campaign_cpnPrEPDelays.json,2026,2046,2099,2099,2099,2099,2099,0.99,0.63,"[2097,2098,2098.5,2099]","[0.000,0.000,0.000,0.000]","[2026,2031,2036.99,2037]","[0.0,0.0,0.0,0.0]","[2026,2031,2036.99,2037]","[0.0,0.0,0.0,0.0]","[2026,2031,2036.99,2037]","[0.0,0.50,0.50,0.0]",2024.5,2099,"[0.0,0.011,0.011]","[0.0,0.20,0.20]","[0.0,0.041,0.041]","[0.0,0.0071,0.0071]","[0.0,0.013,0.013]","[0,180,181]","[1,1,1]",2099,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0,180,181]","[0,180,181]"
Sens2030VOICE6LAPrEPProgram10Years,campaign_cpnPrEPDelays.json,2030,2046,2099,2099,2099,2099,2099,0.99,0.63,"[2097,2098,2098.5,2099]","[0.000,0.000,0.000,0.000]","[2030,2035,2040.99,2041]","[0.0,0.50,0.50,0.0]","[2030,2035,2040.99,2041]","[0.0,0.0,0.0,0.0]","[2030,2035,2040.99,2041]","[0.0,0.0,0.0,0.0]",2024.5,2099,"[0.0,0.011,0.011]","[0.0,0.20,0.20]","[0.0,0.041,0.041]","[0.0,0.0071,0.0071]","[0.0,0.013,0.013]","[0,180,181]","[1,1,1]",2099,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0,180,181]","[0,180,181]"
Sens2030VOICE4LAPrEPProgram10Years,campaign_cpnPrEPDelays.json,2030,2046,2099,2099,2099,2099,2099,0.99,0.63,"[2097,2098,2098.5,2099]","[0.000,0.000,0.000,0.000]","[2030,2035,2040.99,2041]","[0.0,0.0,0.0,0.0]","[2030,2035,2040.99,2041]","[0.0,0.50,0.50,0.0]","[2030,2035,2040.99,2041]","[0.0,0.0,0.0,0.0]",2024.5,2099,"[0.0,0.011,0.011]","[0.0,0.20,0.20]","[0.0,0.041,0.041]","[0.0,0.0071,0.0071]","[0.0,0.013,0.013]","[0,180,181]","[1,1,1]",2099,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0,180,181]","[0,180,181]"
Sens2030VOICE2LAPrEPProgram10Years,campaign_cpnPrEPDelays.json,2030,2046,2099,2099,2099,2099,2099,0.99,0.63,"[2097,2098,2098.5,2099]","[0.000,0.000,0.000,0.000]","[2030,2035,2040.99,2041]","[0.0,0.0,0.0,0.0]","[2030,2035,2040.99,2041]","[0.0,0.0,0.0,0.0]","[2030,2035,2040.99,2041]","[0.0,0.50,0.50,0.0]",2024.5,2099,"[0.0,0.011,0.011]","[0.0,0.20,0.20]","[0.0,0.041,0.041]","[0.0,0.0071,0.0071]","[0.0,0.013,0.013]","[0,180,181]","[1,1,1]",2099,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0,180,181]","[0,180,181]"
Sens2026NoVOICEAGYW,campaign_cpnPrEPDelays.json,2098,2099,2026,2099,2099,2099,2099,0.99,0.63,"[2026,2031,2046.99,2047]","[0.000,0.50,0.50,0.000]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]",2024.5,2099,"[0.0,0.011,0.011]","[0.0,0.20,0.20]","[0.0,0.041,0.041]","[0.0,0.0071,0.0071]","[0.0,0.013,0.013]","[0,180,181]","[1,1,1]",2099,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0,180,181]","[0,180,181]"
Sens2026NoVOICEFemales,campaign_cpnPrEPDelays.json,2098,2099,2099,2026,2099,2099,2099,0.99,0.63,"[2026,2031,2046.99,2047]","[0.000,0.50,0.50,0.000]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]",2024.5,2099,"[0.0,0.011,0.011]","[0.0,0.20,0.20]","[0.0,0.041,0.041]","[0.0,0.0071,0.0071]","[0.0,0.013,0.013]","[0,180,181]","[1,1,1]",2099,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0,180,181]","[0,180,181]"
Sens2026NoVOICEMales,campaign_cpnPrEPDelays.json,2098,2099,2099,2099,2026,2099,2099,0.99,0.63,"[2026,2031,2046.99,2047]","[0.000,0.50,0.50,0.000]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]",2024.5,2099,"[0.0,0.011,0.011]","[0.0,0.20,0.20]","[0.0,0.041,0.041]","[0.0,0.0071,0.0071]","[0.0,0.013,0.013]","[0,180,181]","[1,1,1]",2099,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0,180,181]","[0,180,181]"
Sens2026NoVOICERandom,campaign_cpnPrEPDelays.json,2098,2099,2099,2099,2099,2026,2099,0.99,0.63,"[2026,2031,2046.99,2047]","[0.000,0.50,0.50,0.000]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]",2024.5,2099,"[0.0,0.011,0.011]","[0.0,0.20,0.20]","[0.0,0.041,0.041]","[0.0,0.0071,0.0071]","[0.0,0.013,0.013]","[0,180,181]","[1,1,1]",2099,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0,180,181]","[0,180,181]"
Sens2026oVOICEHighRiskPop,campaign_cpnPrEPDelays.json,2098,2099,2099,2099,2099,2099,2026,0.99,0.63,"[2026,2031,2046.99,2047]","[0.000,0.50,0.50,0.000]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]",2024.5,2099,"[0.0,0.011,0.011]","[0.0,0.20,0.20]","[0.0,0.041,0.041]","[0.0,0.0071,0.0071]","[0.0,0.013,0.013]","[0,180,181]","[1,1,1]",2099,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0,180,181]","[0,180,181]"
Sens2030NoVOICEAGYW,campaign_cpnPrEPDelays.json,2098,2099,2030,2099,2099,2099,2099,0.99,0.63,"[2030,2035,2046.99,2047]","[0.000,0.50,0.50,0.000]","[2030,2035,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2030,2035,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2030,2035,2046.99,2047]","[0.0,0.0,0.0,0.0]",2024.5,2099,"[0.0,0.011,0.011]","[0.0,0.20,0.20]","[0.0,0.041,0.041]","[0.0,0.0071,0.0071]","[0.0,0.013,0.013]","[0,180,181]","[1,1,1]",2099,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0,180,181]","[0,180,181]"
Sens2030NoVOICEFemales,campaign_cpnPrEPDelays.json,2098,2099,2099,2030,2099,2099,2099,0.99,0.63,"[2030,2035,2046.99,2047]","[0.000,0.50,0.50,0.000]","[2030,2035,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2030,2035,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2030,2035,2046.99,2047]","[0.0,0.0,0.0,0.0]",2024.5,2099,"[0.0,0.011,0.011]","[0.0,0.20,0.20]","[0.0,0.041,0.041]","[0.0,0.0071,0.0071]","[0.0,0.013,0.013]","[0,180,181]","[1,1,1]",2099,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0,180,181]","[0,180,181]"
Sens2030NoVOICEMales,campaign_cpnPrEPDelays.json,2098,2099,2099,2099,2030,2099,2099,0.99,0.63,"[2030,2035,2046.99,2047]","[0.000,0.50,0.50,0.000]","[2030,2035,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2030,2035,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2030,2035,2046.99,2047]","[0.0,0.0,0.0,0.0]",2024.5,2099,"[0.0,0.011,0.011]","[0.0,0.20,0.20]","[0.0,0.041,0.041]","[0.0,0.0071,0.0071]","[0.0,0.013,0.013]","[0,180,181]","[1,1,1]",2099,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0,180,181]","[0,180,181]"
Sens2030NoVOICERandom,campaign_cpnPrEPDelays.json,2098,2099,2099,2099,2099,2030,2099,0.99,0.63,"[2030,2035,2046.99,2047]","[0.000,0.50,0.50,0.000]","[2030,2035,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2030,2035,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2030,2035,2046.99,2047]","[0.0,0.0,0.0,0.0]",2024.5,2099,"[0.0,0.011,0.011]","[0.0,0.20,0.20]","[0.0,0.041,0.041]","[0.0,0.0071,0.0071]","[0.0,0.013,0.013]","[0,180,181]","[1,1,1]",2099,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0,180,181]","[0,180,181]"
Sens2030NoVOICEHighRiskPop,campaign_cpnPrEPDelays.json,2098,2099,2099,2099,2099,2099,2030,0.99,0.63,"[2030,2035,2046.99,2047]","[0.000,0.50,0.50,0.000]","[2030,2035,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2030,2035,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2030,2035,2046.99,2047]","[0.0,0.0,0.0,0.0]",2024.5,2099,"[0.0,0.011,0.011]","[0.0,0.20,0.20]","[0.0,0.041,0.041]","[0.0,0.0071,0.0071]","[0.0,0.013,0.013]","[0,180,181]","[1,1,1]",2099,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0,180,181]","[0,180,181]"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sens2025NoVOICEAGYWLC,campaign_cpnPrEPDelays.json,2098,2099,2026,2099,2099,2099,2099,0.99,0.63,"[2026,2031,2046.99,2047]","[0.000,0.50,0.50,0.000]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]",2024.5,2099,"[0.0,0.011,0.011]","[0.0,0.20,0.20]","[0.0,0.041,0.041]","[0.0,0.0071,0.0071]","[0.0,0.013,0.013]","[0,180,181]","[1,1,1]",2099,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0,180,181]","[0,180,181]"
Sens2025NoVOICEFemalesLC,campaign_cpnPrEPDelays.json,2098,2099,2099,2026,2099,2099,2099,0.99,0.63,"[2026,2031,2046.99,2047]","[0.000,0.50,0.50,0.000]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]",2024.5,2099,"[0.0,0.011,0.011]","[0.0,0.20,0.20]","[0.0,0.041,0.041]","[0.0,0.0071,0.0071]","[0.0,0.013,0.013]","[0,180,181]","[1,1,1]",2099,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0,180,181]","[0,180,181]"
Sens2025NoVOICEMalesLC,campaign_cpnPrEPDelays.json,2098,2099,2099,2099,2026,2099,2099,0.99,0.63,"[2026,2031,2046.99,2047]","[0.000,0.50,0.50,0.000]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]",2024.5,2099,"[0.0,0.011,0.011]","[0.0,0.20,0.20]","[0.0,0.041,0.041]","[0.0,0.0071,0.0071]","[0.0,0.013,0.013]","[0,180,181]","[1,1,1]",2099,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0,180,181]","[0,180,181]"
Sens2025NoVOICERandomLC,campaign_cpnPrEPDelays.json,2098,2099,2099,2099,2099,2026,2099,0.99,0.63,"[2026,2031,2046.99,2047]","[0.000,0.50,0.50,0.000]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]","[2026,2031,2046.99,2047]","[0.0,0.0,0.0,0.0]",2024.5,2099,"[0.0,0.011,0.011]","[0.0,0.20,0.20]","[0.0,0.041,0.041]","[0.0,0.0071,0.0071]","[0.0,0.013,0.013]","[0,180,181]","[1,1,1]",2099,"[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0.0,0.0,0.0]","[0,180,181]","[0,180,181]"
